index,predicted-year,id
10064,2013,38152
10065,1997,68385
10066,1990,9564
10067,1991,42301
10068,1992,11419
10069,1995,49139
10070,1986,45383
10071,2003,57542
10072,2006,34848
10073,2000,13800
10074,1994,73784
10075,2005,45692
10076,2007,31305
10077,2011,8028
10078,2009,57150
10079,1981,4428
10080,2000,68608
10081,2004,27105
10082,1997,50780
10083,2008,12224
10084,2007,46972
10085,2003,52977
10086,1987,65311
10087,2003,71741
10088,2000,50334
10089,2008,24821
10090,2000,2137
10091,1987,36191
10092,2003,27012
10093,2000,66612
10094,2006,50323
10095,1982,25969
10096,1989,13773
10097,2006,426
10098,1991,24192
10099,2009,65562
10100,2008,15878
10101,2000,39169
10102,2000,64987
10103,1991,48295
10104,2008,3906
10105,2008,68472
10106,2000,39670
10107,2008,49942
10108,1998,36656
10109,2008,32391
10110,2006,45867
10111,2008,6849
10112,2000,51451
10113,1996,40970
10114,2008,22595
10115,2011,14232
10116,2007,28187
10117,2007,1262
10118,2003,5715
10119,2003,67579
10120,1972,9516
10121,2000,61289
10122,2008,42351
10123,1985,33624
10124,2009,728
10125,1981,65081
10126,2000,8491
10127,1984,1145
10128,2000,73539
10129,2008,42109
10130,1990,16885
10131,2011,12178
10132,1997,50246
10133,1960,17212
10134,2013,32315
10135,1996,25265
10136,2013,13607
10137,1990,71427
10138,1991,31338
10139,2006,8512
10140,2009,27763
10141,2005,29583
10142,1997,21227
10143,2005,55428
10144,1982,6874
10145,2013,46903
10146,1972,72720
10147,2000,49993
10148,2010,41434
10149,2000,14978
10150,1990,18177
10151,1991,63223
10152,1987,16276
10153,1997,54657
10154,1998,62798
10155,2003,2130
10156,2010,7904
10157,1996,65323
10158,2004,37975
10159,1983,71921
10160,2013,5691
10161,2007,60630
10162,2008,3669
10163,1974,64111
10164,2012,4787
10165,2003,69489
10166,2007,42039
10167,2004,36679
10168,1974,69148
10169,2012,31181
10170,2008,67644
10171,1997,13691
10172,2008,51462
10173,2010,66493
10174,1982,45197
10175,2003,46149
10176,2000,69581
10177,1982,32353
10178,2000,70853
10179,1970,13499
10180,2000,55627
10181,2008,13680
10182,2004,14522
10183,2004,64313
10184,1982,53626
10185,2008,31413
10186,2004,23930
10187,2000,52266
10188,1997,33296
10189,2008,35024
10190,2013,34343
10191,1987,8883
10192,1974,3114
10193,2003,48560
10194,2003,4329
10195,2009,73503
10196,2000,23157
10197,2000,52906
10198,2009,10514
10199,1997,26528
10200,2008,6449
10201,2000,53222
10202,1970,11035
10203,1997,7365
10204,2011,63047
10205,2011,52185
10206,2000,42529
10207,1993,50829
10208,2000,48530
10209,1997,36378
10210,2011,28537
10211,1984,23216
10212,1991,73765
10213,2009,70087
10214,1998,2245
10215,2008,56374
10216,1998,34182
10217,2011,17663
10218,2003,10829
10219,2008,15978
10220,1974,8397
10221,2009,49826
10222,1997,35581
10223,1991,44436
10224,2003,51650
10225,1998,43955
10226,2003,34001
10227,1994,72923
10228,2008,23864
10229,1997,27030
10230,2009,21377
10231,2000,19115
10232,1985,28280
10233,2012,62424
10234,2000,45433
10235,1997,67695
10236,1975,59815
10237,2000,34192
10238,2013,43827
10239,2003,13915
10240,1997,72292
10241,2008,10137
10242,2000,70001
10243,2004,30837
10244,1982,4971
10245,1993,31828
10246,2000,30315
10247,1998,51493
10248,1972,13515
10249,1977,788
10250,2004,67410
10251,1980,62451
10252,2003,58342
10253,2011,70148
10254,2003,59929
10255,2011,50284
10256,2007,14891
10257,1982,68029
10258,2006,53247
10259,1982,24571
10260,2003,8
10261,2012,2729
10262,2007,9836
10263,1982,69944
10264,2008,52545
10265,1974,3203
10266,2004,61058
10267,2004,41755
10268,2000,32135
10269,2003,23460
10270,1998,27575
10271,2000,71170
10272,2006,21085
10273,2013,20229
10274,2013,66578
10275,1977,15197
10276,1960,20204
10277,2013,50417
10278,2000,20121
10279,1996,26135
10280,2010,32349
10281,2000,52131
10282,1986,21028
10283,1974,43608
10284,2003,52467
10285,2006,38568
10286,2000,43934
10287,1997,1308
10288,2010,11143
10289,2003,60037
10290,2000,56567
10291,1972,33074
10292,2000,720
10293,2005,5799
10294,1997,56740
10295,1999,62061
10296,1990,52042
10297,2012,66981
10298,1990,55674
10299,1997,74109
10300,1994,45223
10301,1987,52618
10302,2010,28140
10303,1976,24862
10304,1987,29519
10305,1997,25103
10306,1998,37341
10307,1990,49828
10308,2003,52036
10309,2004,15094
10310,1983,23639
10311,2008,28126
10312,2003,39586
10313,2012,20944
10314,2012,62872
10315,1987,15024
10316,2013,67420
10317,2008,9413
10318,2006,61626
10319,1982,50625
10320,2000,34108
10321,2008,19121
10322,2008,12006
10323,2004,30236
10324,1983,67654
10325,2000,2391
10326,1997,40458
10327,2000,28654
10328,2006,42682
10329,2000,62870
10330,2005,47112
10331,1997,39974
10332,2010,12014
10333,1980,48662
10334,1997,19579
10335,2000,1148
10336,2009,12232
10337,1982,38300
10338,2003,17481
10339,2012,52203
10340,2003,2622
10341,2000,14712
10342,2000,70303
10343,2008,60922
10344,2013,56395
10345,1979,35938
10346,2003,8958
10347,2008,45322
10348,1995,73464
10349,2010,50513
10350,1997,11883
10351,2000,56619
10352,1991,20401
10353,1974,57170
10354,1980,69074
10355,1994,21783
10356,2000,63091
10357,2003,6475
10358,2003,12060
10359,2006,30506
10360,2003,36294
10361,2008,48878
10362,1990,2577
10363,2013,71631
10364,2010,47482
10365,1980,5392
10366,2006,40720
10367,2012,6523
10368,2007,53479
10369,1981,41992
10370,2008,10066
10371,1997,30350
10372,1991,37442
10373,2000,27239
10374,1997,33428
10375,1972,5858
10376,2000,30032
10377,1994,31232
10378,1992,38719
10379,2013,58860
10380,1990,73498
10381,2013,29135
10382,2012,7172
10383,1990,48130
10384,1997,12297
10385,1978,70519
10386,2002,57774
10387,2009,11605
10388,2008,59758
10389,2008,52563
10390,2008,20253
10391,2008,65845
10392,2004,48028
10393,1988,41892
10394,1983,69760
10395,1986,41197
10396,1991,50936
10397,1991,24151
10398,2004,72314
10399,2003,30333
10400,2008,17815
10401,2006,47311
10402,2009,73128
10403,2005,73641
10404,2000,6
10405,2008,15012
10406,1993,3734
10407,2003,5954
10408,2011,20656
10409,1995,46297
10410,2011,5354
10411,1997,55746
10412,2010,72527
10413,1984,34829
10414,2011,28659
10415,2003,42426
10416,1987,57503
10417,2012,44282
10418,1991,32695
10419,2010,28619
10420,1960,34259
10421,1986,7393
10422,2000,47000
10423,2000,35446
10424,2008,55106
10425,2000,24119
10426,1992,59683
10427,1981,42332
10428,2000,53789
10429,1994,7572
10430,1984,35243
10431,1984,66159
10432,1983,62664
10433,2004,73505
10434,2004,48411
10435,1982,22923
10436,2003,28036
10437,1998,51081
10438,1976,6005
10439,1991,36396
10440,1974,1652
10441,2000,13353
10442,2013,26889
10443,2000,72229
10444,1975,45900
10445,1982,64921
10446,2000,16383
10447,2000,57071
10448,2003,68881
10449,1974,65691
10450,2000,30764
10451,2000,71402
10452,1996,42266
10453,2008,9178
10454,2012,10148
10455,2008,34832
10456,2007,52325
10457,2006,19284
10458,1972,25939
10459,1972,47560
10460,1996,65675
10461,2004,9191
10462,2003,58381
10463,2010,52928
10464,2007,20804
10465,2003,62167
10466,2002,48349
10467,2010,16055
10468,2000,52445
10469,2000,20341
10470,2009,51031
10471,1991,13854
10472,1996,22295
10473,2010,65775
10474,1979,18002
10475,1997,24173
10476,2007,33793
10477,2008,48791
10478,1990,56655
10479,2008,1805
10480,1994,68962
10481,2007,31047
10482,2012,52349
10483,2010,16972
10484,2004,71062
10485,1991,74130
10486,1991,24208
10487,2004,68868
10488,2000,71490
10489,2007,72142
10490,1991,52332
10491,2000,34269
10492,1997,9639
10493,2013,9311
10494,2004,16992
10495,2000,5921
10496,2003,5164
10497,1972,66318
10498,1992,51167
10499,2000,45407
10500,1997,26390
10501,2012,43947
10502,2010,27897
10503,1990,67262
10504,1991,69407
10505,1995,11708
10506,2000,42278
10507,2013,71969
10508,2008,66860
10509,2008,17032
10510,2008,11965
10511,1994,16150
10512,2007,3912
10513,2007,26667
10514,1993,12852
10515,1976,54640
10516,2003,61720
10517,1997,68423
10518,1980,41268
10519,2007,10832
10520,2000,73320
10521,2000,41181
10522,1976,25956
10523,2011,5038
10524,2008,4107
10525,1988,43991
10526,2011,20729
10527,2000,21241
10528,1997,48231
10529,2013,23713
10530,2010,62646
10531,2011,23385
10532,2011,68195
10533,1995,40379
10534,1986,73078
10535,2006,7898
10536,1991,60580
10537,1990,18528
10538,2013,66685
10539,1995,61951
10540,1982,33650
10541,1986,64293
10542,1987,31836
10543,2006,40540
10544,1976,47019
10545,1974,35236
10546,1985,22115
10547,2000,28710
10548,1994,20434
10549,1986,28569
10550,2006,22992
10551,1976,25860
10552,2000,62394
10553,2003,29641
10554,1997,11997
10555,1996,3581
10556,2009,15457
10557,2008,25075
10558,2013,6176
10559,2000,56349
10560,2009,7623
10561,1975,40451
10562,1999,23270
10563,2003,37139
10564,2013,45734
10565,2000,2267
10566,1982,23002
10567,1980,32500
10568,2010,12277
10569,2004,4019
10570,2003,22730
10571,2003,34505
10572,2000,38855
10573,1992,46230
10574,2012,66060
10575,1996,585
10576,2008,29241
10577,1997,47238
10578,2000,62434
10579,2008,72891
10580,1995,68190
10581,1985,1390
10582,2010,16945
10583,1987,7778
10584,2008,35782
10585,1995,64216
10586,2007,12370
10587,2007,59379
10588,2012,3927
10589,2013,67462
10590,1997,67375
10591,1994,67549
10592,2008,50110
10593,2005,64161
10594,2013,39959
10595,2013,58752
10596,2010,34328
10597,2004,63188
10598,1991,38477
10599,2005,53355
10600,2003,54531
10601,2011,37323
10602,1974,60868
10603,1974,35314
10604,1999,73115
10605,2012,20249
10606,2004,44747
10607,2008,6555
10608,2003,37222
10609,2008,47133
10610,1991,53779
10611,2008,49409
10612,2013,5978
10613,2005,451
10614,2000,50642
10615,2000,48403
10616,1996,961
10617,2000,11152
10618,2013,41578
10619,2003,54333
10620,2006,17280
10621,1965,73741
10622,1991,48993
10623,2013,53070
10624,2006,52947
10625,2003,17027
10626,1991,9934
10627,1996,58658
10628,1991,50187
10629,1991,65027
10630,1986,50206
10631,2000,64332
10632,1994,57209
10633,1995,20899
10634,2000,52918
10635,2003,12166
10636,2004,9979
10637,1982,31218
10638,2007,56571
10639,2012,13579
10640,1994,12607
10641,2012,10652
10642,2000,1961
10643,1997,59597
10644,2004,20930
10645,1996,71304
10646,1974,36110
10647,2004,65161
10648,1997,1484
10649,2006,74035
10650,1996,39613
10651,2013,8585
10652,2008,71494
10653,2003,61835
10654,2008,23136
10655,2008,60382
10656,2012,3750
10657,2011,57573
10658,1997,22872
10659,1982,60472
10660,2008,28425
10661,2004,58916
10662,1984,35837
10663,2007,4363
10664,2008,74237
10665,1997,34939
10666,2003,65767
10667,2008,61224
10668,2000,71415
10669,1987,43417
10670,1982,69913
10671,1972,65934
10672,2000,70559
10673,2000,4808
10674,2008,40504
10675,1997,44019
10676,2011,40106
10677,1976,17309
10678,2008,38221
10679,1997,38841
10680,1995,58846
10681,2007,56050
10682,2007,47551
10683,1990,66609
10684,2012,16593
10685,1998,10395
10686,2008,53311
10687,2012,13041
10688,1980,37326
10689,1984,27373
10690,1996,71710
10691,1995,55103
10692,1977,4280
10693,2000,32328
10694,1996,6993
10695,1980,10862
10696,2010,3638
10697,2013,6845
10698,1997,43258
10699,1986,14317
10700,1997,72630
10701,1980,14703
10702,2006,69522
10703,1986,6922
10704,2013,20959
10705,2012,8304
10706,1990,52098
10707,1991,19674
10708,1996,15362
10709,2003,31385
10710,2007,37732
10711,2000,2559
10712,2010,63455
10713,1997,66511
10714,2009,67528
10715,2009,33061
10716,2007,42402
10717,2004,73127
10718,1974,14249
10719,2003,20256
10720,1991,27401
10721,1998,62339
10722,1997,14194
10723,2006,21820
10724,2008,38358
10725,1997,8159
10726,2006,20261
10727,2000,5444
10728,2000,55456
10729,2000,64584
10730,2008,36719
10731,2013,8372
10732,1982,1437
10733,1986,31331
10734,1987,34280
10735,2000,17086
10736,2010,13630
10737,2011,39143
10738,2003,20950
10739,2000,7590
10740,1996,25809
10741,1988,72882
10742,2009,4355
10743,2003,44014
10744,2007,1531
10745,2004,30304
10746,2003,21364
10747,2002,42516
10748,1983,31193
10749,1991,12506
10750,1986,10467
10751,1997,1058
10752,1997,15043
10753,1991,56817
10754,1987,44319
10755,2005,72349
10756,1997,8703
10757,2003,48324
10758,1976,32283
10759,2013,57403
10760,1996,37588
10761,1994,72795
10762,2010,66560
10763,1986,5336
10764,1999,53412
10765,1988,19519
10766,2008,54330
10767,2007,62324
10768,2000,64469
10769,1997,58152
10770,2009,53694
10771,2009,44252
10772,1997,73646
10773,2012,72440
10774,2010,58481
10775,1972,57600
10776,2008,37373
10777,1991,57139
10778,1982,69932
10779,2000,56595
10780,2013,34267
10781,2000,879
10782,2010,52671
10783,1974,28647
10784,1992,48391
10785,1994,21419
10786,1998,22606
10787,2000,34578
10788,2000,54289
10789,1985,529
10790,2009,38797
10791,2013,41577
10792,2003,45801
10793,2003,2037
10794,1979,54198
10795,2013,6812
10796,2003,49749
10797,2011,35215
10798,1982,60243
10799,2003,25752
10800,2003,72716
10801,1988,2749
10802,2000,54349
10803,2012,42209
10804,1997,70917
10805,2007,1938
10806,1984,28116
10807,2000,37087
10808,1996,59030
10809,2012,51481
10810,1982,14384
10811,1997,40071
10812,2007,54047
10813,2011,51278
10814,2003,14252
10815,1991,37758
10816,2006,36055
10817,1992,70595
10818,1991,5718
10819,1982,1944
10820,2003,21720
10821,1997,73244
10822,2011,15875
10823,2008,35964
10824,2008,1426
10825,1976,36214
10826,2000,50696
10827,1987,27505
10828,2008,70727
10829,2008,18508
10830,2009,45862
10831,1991,23290
10832,1995,57420
10833,2012,20789
10834,1997,54177
10835,1992,11622
10836,1991,24411
10837,1990,27710
10838,2005,50897
10839,2011,66058
10840,1997,72083
10841,2012,34813
10842,1972,6839
10843,2012,72549
10844,2000,14400
10845,1995,38164
10846,2009,27762
10847,2003,13548
10848,2012,54481
10849,2012,49689
10850,2009,15508
10851,2003,21133
10852,2009,30074
10853,1985,43338
10854,2003,37108
10855,1997,50738
10856,1987,888
10857,2009,14172
10858,1997,1606
10859,1986,4999
10860,2000,65513
10861,1991,6152
10862,2003,63928
10863,1987,73288
10864,2000,1128
10865,1996,43196
10866,2009,19204
10867,2003,30805
10868,2006,14462
10869,2004,44512
10870,1982,31402
10871,2003,11429
10872,1997,53258
10873,2000,69693
10874,2000,72866
10875,2008,53924
10876,1980,7057
10877,1996,29529
10878,1972,9362
10879,2011,19493
10880,1991,30136
10881,2001,71359
10882,2008,3758
10883,1982,70914
10884,1995,56469
10885,2008,7744
10886,1999,21037
10887,2004,8634
10888,1989,15046
10889,2000,68853
10890,1976,9015
10891,2000,57708
10892,2007,48717
10893,1991,72647
10894,2003,64590
10895,1997,17794
10896,2003,30489
10897,2000,42324
10898,2008,70436
10899,1994,59167
10900,2000,25776
10901,2004,63117
10902,2003,19260
10903,2000,42384
10904,2006,1411
10905,1995,70806
10906,1995,40046
10907,2005,27642
10908,1972,10397
10909,2008,65987
10910,2003,65021
10911,2013,28924
10912,1995,5264
10913,2008,18135
10914,1997,4223
10915,2011,3155
10916,2000,61138
10917,2007,874
10918,2000,64399
10919,1996,20981
10920,1974,18754
10921,1974,27658
10922,1979,45638
10923,2003,23449
10924,1997,58414
10925,1995,48332
10926,2009,72908
10927,2000,67324
10928,2000,15546
10929,2005,4425
10930,2005,55269
10931,1987,56045
10932,2009,21326
10933,2003,20822
10934,2008,34932
10935,2008,33306
10936,1997,18272
10937,1968,72131
10938,1994,47961
10939,2013,553
10940,1977,15278
10941,2003,59677
10942,1997,44522
10943,1991,22843
10944,2008,63737
10945,2000,72220
10946,1974,25621
10947,1999,5080
10948,1982,57069
10949,2003,47395
10950,2000,20035
10951,2007,15761
10952,2011,46868
10953,2013,30917
10954,2000,73181
10955,1997,15505
10956,1976,50255
10957,2009,59627
10958,2002,13464
10959,2003,12710
10960,2011,67004
10961,2003,34093
10962,1997,16063
10963,1983,48809
10964,2006,39521
10965,1997,36132
10966,1995,6937
10967,2008,35969
10968,1991,50953
10969,1986,71840
10970,1979,70453
10971,2007,60643
10972,1960,52154
10973,2007,16745
10974,2013,17298
10975,1974,18849
10976,2011,37953
10977,2007,10317
10978,1986,70641
10979,1995,41988
10980,1976,20247
10981,2006,72246
10982,2008,1865
10983,1972,71209
10984,2007,46833
10985,2005,11190
10986,2007,897
10987,2000,5403
10988,2005,17141
10989,1986,12861
10990,1982,41387
10991,2000,3781
10992,2000,66322
10993,2012,30475
10994,2007,48144
10995,2009,73878
10996,2010,68234
10997,2000,49646
10998,2004,4881
10999,2000,13787
11000,2003,13005
11001,2013,57127
11002,1976,68758
11003,1997,15799
11004,2008,17554
11005,1991,48215
11006,2013,28933
11007,2003,49257
11008,1972,6866
11009,2013,20511
11010,1976,36745
11011,1991,12103
11012,1983,60890
11013,2002,32076
11014,2008,63648
11015,1974,37902
11016,1998,56058
11017,1996,40535
11018,1995,12585
11019,2007,44554
11020,1997,3140
11021,1982,61895
11022,1995,67281
11023,2000,15207
11024,2009,7779
11025,2000,63692
11026,2008,2250
11027,2003,24574
11028,1995,42663
11029,2008,48866
11030,1984,8772
11031,2012,11144
11032,2008,5083
11033,2004,66994
11034,2011,25196
11035,1983,53926
11036,2013,39869
11037,2010,6225
11038,1996,69370
11039,2007,8352
11040,1997,67424
11041,1973,56263
11042,1995,9217
11043,1991,40789
11044,2012,6425
11045,1991,59270
11046,1997,63285
11047,1991,21220
11048,1974,66323
11049,1991,51962
11050,2000,10869
11051,1974,57145
11052,2008,32143
11053,1979,1259
11054,2004,53471
11055,2000,28320
11056,2002,49066
11057,2013,65210
11058,2012,73694
11059,1997,29049
11060,2009,4909
11061,2005,72945
11062,2000,41738
11063,2006,8136
11064,2003,22538
11065,2002,52716
11066,2008,43907
11067,2000,37141
11068,1990,8403
11069,2004,53961
11070,2003,3196
11071,1974,61845
11072,2003,35279
11073,2003,49479
11074,2006,39698
11075,2008,17182
11076,2005,17524
11077,1972,40724
11078,1995,50677
11079,2009,54714
11080,2008,42923
11081,2000,66642
11082,2008,21459
11083,2009,20403
11084,2008,52482
11085,1997,22533
11086,2004,57363
11087,1997,23102
11088,1986,6441
11089,2000,67841
11090,2006,38806
11091,2008,45561
11092,2003,18769
11093,1985,65926
11094,2003,5287
11095,1995,56749
11096,2008,23204
11097,2012,51739
11098,2005,14946
11099,2000,9063
11100,2009,14861
11101,1993,21357
11102,2000,59213
11103,2000,638
11104,2000,72749
11105,2009,20918
11106,1997,27143
11107,2000,74038
11108,1997,11118
11109,1994,27473
11110,2004,35144
11111,2000,7654
11112,1997,40507
11113,1997,34368
11114,1997,59083
11115,1963,24028
11116,1996,26508
11117,2000,45033
11118,2008,28021
11119,1960,61874
11120,2008,32945
11121,2004,56495
11122,2000,72537
11123,1986,8924
11124,2005,43992
11125,2000,44183
11126,1974,6392
11127,1994,11342
11128,2008,70783
11129,1997,61255
11130,1972,62281
11131,1986,23252
11132,1991,16977
11133,2010,55094
11134,2003,54684
11135,2008,9128
11136,2000,40210
11137,2000,34344
11138,1994,20361
11139,2000,7745
11140,1987,69307
11141,1987,17396
11142,2000,12149
11143,1998,44582
11144,2000,26245
11145,2011,51702
11146,1991,20226
11147,2007,19746
11148,1990,70174
11149,1986,74194
11150,2005,56837
11151,1985,63514
11152,1997,45817
11153,1995,64961
11154,2000,16696
11155,2003,50270
11156,2010,31766
11157,2011,6087
11158,1987,3662
11159,1995,55626
11160,1997,7454
11161,2007,24849
11162,1988,70059
11163,2007,10160
11164,2008,69925
11165,1995,1070
11166,2004,16511
11167,2003,35137
11168,2004,25715
11169,1998,17729
11170,1996,51532
11171,2000,16733
11172,2000,63707
11173,2013,7571
11174,1997,50787
11175,2009,28824
11176,1997,39014
11177,2003,62044
11178,1982,59960
11179,2009,57781
11180,1994,16074
11181,2005,32342
11182,2009,3065
11183,1986,11276
11184,1991,22650
11185,1995,33420
11186,1986,36821
11187,1995,12431
11188,2011,62692
11189,2012,44157
11190,2000,35430
11191,2000,53948
11192,2000,40272
11193,2000,47625
11194,2010,11962
11195,1985,22553
11196,2000,63452
11197,2010,28211
11198,1983,41525
11199,2008,11354
11200,1991,28629
11201,1996,3195
11202,2003,22879
11203,2000,41767
11204,1995,52451
11205,1997,22503
11206,2006,61204
11207,2000,52029
11208,2003,72957
11209,2013,38225
11210,2000,66746
11211,2007,19646
11212,1972,71104
11213,2008,19605
11214,2003,60012
11215,1984,50024
11216,2007,66146
11217,2012,17009
11218,1974,7235
11219,1986,44788
11220,2012,69585
11221,2012,30037
11222,1974,66271
11223,1988,42975
11224,2012,48175
11225,2000,35300
11226,2007,17023
11227,2009,48016
11228,2007,36557
11229,1987,69589
11230,2000,53142
11231,2013,24878
11232,2003,14492
11233,2012,29215
11234,2003,10399
11235,2009,6652
11236,1989,3030
11237,1997,22603
11238,2008,8818
11239,2000,6801
11240,2005,65407
11241,2010,48180
11242,2000,55941
11243,1986,15156
11244,2013,60591
11245,2013,45437
11246,1997,70384
11247,2009,73096
11248,2003,65441
11249,1982,18668
11250,2010,59298
11251,1997,50460
11252,2008,57504
11253,1997,7123
11254,2003,32310
11255,2009,33833
11256,2013,70389
11257,2008,39002
11258,2008,60215
11259,2007,43410
11260,1997,29604
11261,2000,34050
11262,1992,16673
11263,2013,52388
11264,2011,22869
11265,2008,37262
11266,1986,61867
11267,2003,56957
11268,2000,10337
11269,2007,73481
11270,1987,34686
11271,1983,13692
11272,1997,34002
11273,2008,64489
11274,2010,13623
11275,1999,62893
11276,1991,17474
11277,2003,51048
11278,2000,50326
11279,2008,18180
11280,2006,61160
11281,1997,68782
11282,2004,70333
11283,2011,54553
11284,2013,73814
11285,1995,73932
11286,2011,51959
11287,2000,21343
11288,1996,26542
11289,1991,39908
11290,2010,41712
11291,2008,16139
11292,1984,14381
11293,2008,22176
11294,1997,49978
11295,2003,4897
11296,2005,2734
11297,2008,40883
11298,1997,820
11299,2011,58310
11300,2000,22142
11301,2008,60570
11302,1984,43619
11303,1982,30719
11304,1963,40751
11305,1991,61754
11306,1997,46889
11307,2000,43191
11308,2000,37974
11309,2000,31562
11310,2013,32163
11311,2003,30508
11312,2003,21246
11313,1972,18484
11314,2006,45565
11315,2003,1061
11316,2013,58862
11317,1986,8199
11318,2006,38859
11319,2000,39885
11320,2000,56561
11321,1974,45309
11322,2002,5011
11323,1988,69435
11324,2000,22092
11325,2005,53975
11326,2006,12823
11327,1972,40940
11328,2004,15213
11329,1997,46878
11330,1994,3650
11331,2000,41215
11332,2003,29269
11333,2007,66708
11334,2008,22738
11335,1997,7321
11336,1984,53983
11337,1997,29325
11338,1995,68927
11339,1974,11099
11340,2003,23609
11341,1991,3766
11342,2004,62889
11343,2000,17129
11344,1997,49473
11345,2010,53102
11346,2006,64754
11347,2000,69835
11348,1982,28613
11349,1999,39863
11350,1990,28584
11351,2004,2784
11352,2004,64623
11353,1987,55814
11354,2007,33534
11355,2012,66665
11356,1982,4358
11357,2008,22241
11358,2008,37060
11359,1974,29622
11360,2000,55884
11361,1997,47695
11362,2013,62210
11363,1976,65247
11364,1997,31175
11365,1994,38037
11366,2011,18728
11367,2000,21473
11368,1986,71272
11369,2000,4503
11370,2000,54358
11371,2000,20615
11372,1987,67325
11373,2000,45343
11374,2012,26574
11375,2004,41631
11376,2009,19778
11377,2008,13314
11378,2011,65701
11379,2003,69763
11380,1995,71385
11381,2012,42531
11382,2003,32059
11383,2010,74108
11384,2010,44366
11385,2013,29684
11386,2000,66652
11387,2000,22817
11388,2003,71618
11389,2004,3286
11390,1997,17885
11391,1994,47566
11392,2004,23673
11393,1985,61927
11394,2003,45666
11395,2003,23594
11396,1974,17906
11397,1976,37780
11398,2008,42097
11399,2011,47752
11400,1997,49227
11401,2011,32772
11402,2012,13301
11403,2009,57704
11404,1977,8758
11405,2008,51498
11406,1976,69296
11407,2007,50301
11408,1997,73425
11409,2008,29552
11410,2011,46494
11411,2007,23795
11412,1991,56514
11413,1984,41103
11414,2012,24163
11415,2013,47161
11416,2000,66299
11417,2004,72623
11418,1991,1694
11419,2010,45511
11420,2008,26519
11421,1992,24073
11422,2000,59692
11423,2008,69612
11424,2003,72074
11425,1991,1651
11426,1986,15123
11427,2003,493
11428,2004,33550
11429,2007,62601
11430,2010,5000
11431,2013,17962
11432,2000,50602
11433,1987,8150
11434,2004,18157
11435,1987,69482
11436,2012,64054
11437,1991,57691
11438,1982,25858
11439,2008,4582
11440,2000,69648
11441,2000,16786
11442,2000,42843
11443,2000,31832
11444,2000,55562
11445,2006,67706
11446,2008,69056
11447,1986,41820
11448,1998,46943
11449,1987,48531
11450,1960,61975
11451,1974,23466
11452,2001,58476
11453,1997,66576
11454,1972,56894
11455,2003,29150
11456,1996,1813
11457,2006,28277
11458,1997,15243
11459,1997,10461
11460,2008,22870
11461,2006,68203
11462,1997,6295
11463,2000,55770
11464,2009,41378
11465,2008,60954
11466,2000,32149
11467,1992,45189
11468,2010,2898
11469,2000,72296
11470,1997,38975
11471,2008,20084
11472,1994,32478
11473,1987,35630
11474,2000,6553
11475,2004,70764
11476,2012,40264
11477,2011,47943
11478,2009,72596
11479,1970,29389
11480,1997,60801
11481,1995,6911
11482,2010,14688
11483,2008,51240
11484,2012,15992
11485,1990,53830
11486,2007,312
11487,1972,15013
11488,2000,21125
11489,2005,36527
11490,2008,33488
11491,2012,44552
11492,1974,55710
11493,2003,13892
11494,2004,36254
11495,2007,52562
11496,2010,45797
11497,2008,24142
11498,2012,12134
11499,2013,10551
11500,1999,64082
11501,1988,4962
11502,2013,48272
11503,2000,29472
11504,2002,15911
11505,1974,62125
11506,2004,53898
11507,1987,65433
11508,1979,49104
11509,2005,60208
11510,2000,6514
11511,2012,44563
11512,2000,10569
11513,1976,73588
11514,2000,31015
11515,2009,42385
11516,2004,37216
11517,1998,7905
11518,2008,70924
11519,2003,32610
11520,1974,48972
11521,2003,42292
11522,2008,70376
11523,1991,43069
11524,1987,15754
11525,1997,39394
11526,1997,26644
11527,1991,71908
11528,1974,56899
11529,2003,46256
11530,2011,13403
11531,2008,45749
11532,2003,30124
11533,2008,10687
11534,2008,11181
11535,1980,35186
11536,2000,3907
11537,1991,58462
11538,2008,36638
11539,1986,21453
11540,2010,23311
11541,2002,67334
11542,2012,62169
11543,1999,39076
11544,1996,46032
11545,2004,44838
11546,1986,73391
11547,2000,23740
11548,2006,49476
11549,1976,54285
11550,1979,67729
11551,2012,40867
11552,2004,24128
11553,1994,33557
11554,1980,2513
11555,2010,7535
11556,1997,9314
11557,2005,356
11558,1984,61056
11559,1982,57619
11560,2007,38250
11561,2010,7446
11562,2012,44369
11563,2008,18335
11564,2011,5136
11565,1990,35079
11566,2000,20810
11567,2008,33452
11568,2008,51983
11569,2000,39867
11570,1985,30908
11571,2000,73562
11572,2013,49809
11573,2009,67573
11574,1997,58009
11575,1995,4083
11576,1984,69560
11577,1982,70327
11578,1977,50445
11579,2000,50018
11580,2000,26968
11581,1991,71759
11582,2003,58434
11583,2002,45903
11584,2006,14314
11585,2003,41967
11586,1996,51754
11587,2005,42723
11588,1995,14838
11589,2012,74190
11590,1998,37740
11591,1995,24410
11592,1987,33438
11593,1991,15019
11594,2000,49447
11595,2012,33052
11596,1974,37961
11597,1976,45195
11598,1972,66882
11599,2000,34586
11600,2008,33179
11601,2013,72607
11602,2013,42153
11603,1995,43730
11604,2004,9677
11605,2008,71797
11606,2006,34301
11607,2008,33532
11608,2009,23804
11609,2000,71201
11610,2008,60459
11611,1991,31053
11612,2000,62774
11613,2007,69486
11614,2008,50439
11615,1998,8013
11616,2012,68681
11617,1998,25960
11618,2003,70741
11619,1974,41146
