"","count","RR2","expected","RR1","DistanceToRadar","Composite","HybridScan","HydrometeorType","Kdp","RadarQualityIndex","RR3","Reflectivity","ReflectivityQC","RhoHV","Velocity","Zdr","LogWaterVolume","MassWeightedMean","MassWeightedSD","Expected"
"309","376",NA,0,0,42,NA,NA,8,0,90.9108662363636,NA,4.5,NA,NA,NA,NA,NA,NA,NA,0
"310","377",NA,0,0,45,NA,NA,8.8125,0,999,NA,19.375,NA,-99903,-99903,-99903,NA,NA,NA,0
"311","378",0.577848857142857,0,0.367722,23.1818181818182,24.6363636363636,NA,1,0,1,NA,16.7272727272727,16.7272727272727,1.00045418181818,-0.636363636363636,-0.136363636363636,NA,NA,NA,0
"312","379",NA,0,0,51,16,NA,8.66666666666667,0,999,NA,16,16,-99903,-99903,-99903,NA,NA,NA,0
"314","380",NA,0,0,67.6315789473684,NA,NA,8,0,210.368769547526,NA,11.3421052631579,NA,NA,NA,NA,NA,NA,NA,0
"315","381",0.169621666666667,0.3,0.0299332352941176,56.7058823529412,NA,NA,5.94117647058824,0,0.728567688235294,NA,13.1176470588235,NA,0.999510647058824,-58771.8529411765,1.41911764705882,NA,NA,NA,0.3
"316","382",NA,0,0,59,NA,NA,8,0,999,NA,-0.5,NA,0.668333,NA,-3.5,NA,NA,NA,0
"317","383",NA,0,0,96,NA,NA,8,0,0.0853547,NA,-2,NA,0.805,-6,1.875,NA,NA,NA,0
"318","384",NA,0,0,55,NA,NA,8,0,0.07189255,NA,-2.75,NA,0.7533335,NA,3.90625,NA,NA,NA,0
"319","385",NA,0,0,43,NA,NA,8,0,124.9229802625,NA,1.625,NA,0.710417,NA,2.1796875,NA,NA,NA,0
"320","386",NA,0,0,91,NA,NA,8,0,124.968535975,NA,8.75,NA,0.7025,9.3125,2.4140625,NA,NA,NA,0
"321","387",NA,0,0,72,NA,NA,8,0,999,NA,2.91666666666667,NA,0.610000166666667,-3.41666666666667,0.947916666666667,NA,NA,NA,0
"322","388",0.7131831,1,0.243426533333333,37.3333333333333,NA,NA,5.86666666666667,0,0.735965066666667,NA,9.53333333333333,NA,0.995222333333333,NA,0.558333333333333,NA,NA,NA,1
"323","389",NA,0,0,18,NA,NA,8,0,0,NA,5,NA,0.698333333333333,-2.5,3.19791666666667,NA,NA,NA,0
"325","390",NA,0,0,76,NA,NA,8,0,0.0492550208333333,NA,14.5,NA,0.7975,-3.04166666666667,2.57291666666667,NA,NA,NA,0
"326","391",NA,0,0,49,NA,NA,8,0,199.88145104,NA,0.1,NA,0.8630008,NA,0.6375,NA,NA,NA,0
"327","392",NA,0,0,40.5625,NA,NA,7.625,0,62.942026975,NA,3.3125,NA,0.8002085,NA,0.61328125,NA,NA,NA,0
"328","393",NA,0,0,38,NA,NA,7.57142857142857,0,428.571971,NA,3.42857142857143,NA,NA,NA,NA,NA,NA,NA,0
"329","394",NA,0,0,19.6923076923077,NA,NA,6,0,0.421034076923077,NA,2.15384615384615,NA,0.852436153846154,-15358.8076923077,1.07211538461538,NA,NA,NA,0
"330","395",NA,0,0,45,NA,NA,8,0,999,NA,-3.75,NA,0.875555666666667,0.5,4.125,NA,NA,NA,0
"331","396",NA,0,0,96,NA,NA,8,0,999,NA,-2.5,NA,NA,NA,NA,NA,NA,NA,0
"332","397",NA,0,0,31,NA,NA,8,0,0,NA,4.5,NA,1.05167,-3,6.5625,NA,NA,NA,0
"333","398",NA,0,0,68,NA,NA,8,0,0.29966415,NA,10,NA,0.81083325,2.375,2.046875,NA,NA,NA,0
"334","399",0.38711,0,0.120529333333333,7,15.6666666666667,NA,8,0,0.758837,NA,15.6666666666667,15.6666666666667,1.00944566666667,-99901,-0.25,NA,NA,NA,0
"337","400",NA,0,0,46,NA,NA,8,0,999,NA,8.66666666666667,NA,0.705,4.16666666666667,0.458333333333333,NA,NA,NA,0
"338","401",0.5636505,0,0,19.9142857142857,NA,NA,8.54285714285714,0,0.818516334285714,NA,10.5571428571429,NA,0.953954171428572,NA,1.675,NA,NA,NA,0
"339","402",NA,0,0,88,NA,NA,5.66666666666667,0,333.4687535,NA,10.1666666666667,NA,NA,NA,NA,NA,NA,NA,0
"340","403",0.429375666666667,0,0.1128803,88,NA,NA,8.8,0,0.6902575,NA,13.05,NA,0.9726674,NA,-0.01875,NA,NA,NA,0
"341","404",1.2455845,0,0.106011615384615,53.4230769230769,NA,NA,6.65384615384615,0,39.0182800734615,NA,14.3846153846154,NA,0.884487384615385,NA,2.21634615384615,NA,NA,NA,0
"342","405",NA,0,0,64,NA,NA,8,0,999,NA,-6,NA,0.841667,2.66666666666667,-0.75,NA,NA,NA,0
"343","406",NA,0,0,32,NA,NA,8,0,0,NA,8.58333333333333,-99903,0.572777833333333,4.5,2.79166666666667,NA,NA,NA,0
"344","407",NA,0,0,54.1428571428571,NA,NA,8,0,999,NA,18.2857142857143,NA,NA,NA,NA,NA,NA,NA,0
"345","408",NA,0,0,98,NA,NA,8,0,666.012150133333,NA,-0.25,NA,NA,NA,NA,NA,NA,NA,0
"346","409",NA,0,0,83,NA,NA,8,0,999,NA,9.5,NA,1.05167,NA,2.375,NA,NA,NA,0
"348","410",NA,0,0,20,NA,NA,8,0,249.79780115,NA,7.75,NA,NA,-74927.75,NA,NA,NA,NA,0
"349","411",NA,0,0,70.9375,NA,NA,8.25,0,999,NA,17.3125,NA,-99903,-99903,-99903,NA,NA,NA,0
"350","412",NA,0,0,80,NA,NA,8,0,666.288096333333,NA,6.83333333333333,NA,1.011669,-99901,1.52083333333333,NA,NA,NA,0
"351","413",1.84976323076923,0.8,1.35259755555556,53.3888888888889,NA,NA,3.33333333333333,0,0.902759833333333,NA,23.6388888888889,NA,0.985555388888889,10.6388888888889,0.3125,NA,NA,NA,0.8
"352","414",NA,0,0,68,NA,NA,8,0,0,NA,-15.5,NA,NA,5,NA,NA,NA,NA,0
"353","415",NA,0,0,87,NA,NA,8,0,0.18946235,NA,9.83333333333333,NA,0.632222166666667,3.83333333333333,1.36458333333333,NA,NA,NA,0
"354","416",NA,0,0,72,NA,NA,8,0,0.143352846153846,NA,19.1538461538462,NA,0.839615384615385,-22.3846153846154,2.03365384615385,NA,NA,NA,0
"355","417",NA,0,0,95,NA,NA,8,0,0.155895066666667,NA,0.833333333333333,NA,0.748334333333333,-10.0833333333333,6.02083333333333,NA,NA,NA,0
"356","418",0.136013025,0.8,0.0251527928571429,35.7142857142857,NA,NA,5,0,72.1874687857143,NA,12.1785714285714,NA,0.983333214285714,-57081.8928571429,0.553571428571429,NA,NA,NA,0.8
"357","419",NA,0,0,59,NA,NA,8,0,0.05215772,NA,13.6333333333333,NA,0.7101112,-13.5,1.0625,NA,NA,NA,0
"359","420",NA,0,0,40,3.2,NA,6.9,0,0.36941116,NA,4.5,NA,0.7943336,NA,0.475,NA,NA,NA,0
"360","421",NA,0.3,0,24,NA,NA,8.625,0,0.526828325,NA,19.125,NA,1.02166825,NA,0.0703125,NA,NA,NA,0.3
"361","422",NA,0,0,1,NA,NA,8,0,999,NA,-1.5,NA,1.05167,NA,3.5,NA,NA,NA,0
"362","423",NA,0,0,30,NA,NA,7.81818181818182,0,90.8867061554545,NA,4.27272727272727,NA,0.677727090909091,NA,2.44886363636364,NA,NA,NA,0
"363","424",NA,0,0,57,NA,NA,8,0,799.220802526667,NA,-1.93333333333333,NA,0.8294448,-6.2,3.19583333333333,NA,NA,NA,0
"364","425",2.17544035,0.3,0.8089038,34.7,NA,NA,3.9,0,100.68597104,NA,21.15,NA,0.9463335,NA,0.65,NA,NA,NA,0.3
"365","426",0.4808425,0,0.477582357142857,45.2857142857143,20.9642857142857,NA,8.92857142857143,0,72.2458161428571,NA,19.3214285714286,NA,1.00214407142857,NA,-0.223214285714286,NA,NA,NA,0
"366","427",NA,0,0,63,NA,NA,8,0,999,NA,1.5,NA,NA,NA,NA,NA,NA,NA,0
"367","428",NA,3,0,22,NA,NA,8.2,0,999,NA,15.3,NA,-99903,-99903,-99903,NA,NA,NA,3
"368","429",NA,0,NA,53,NA,NA,8,0,299.75277684,NA,3.85,NA,0.7283334,-3.65,3.1375,NA,NA,NA,0
"370","430",NA,0,0,69,NA,NA,8,0,0.049673,NA,18.0833333333333,NA,0.754444333333333,17.9166666666667,2.90625,NA,NA,NA,0
"371","431",NA,0,0,34,NA,NA,7.66666666666667,0,0.15408805,NA,5.58333333333333,NA,0.481111166666667,1.58333333333333,1.16666666666667,NA,NA,NA,0
"372","432",NA,0,0,75.6666666666667,NA,NA,8,0,83.373911325,NA,2.04166666666667,NA,0.719999583333333,NA,4.80729166666667,NA,NA,NA,0
"373","433",NA,0,0,72,7.75,NA,3,0,0.908422166666667,NA,7.75,7.75,1.0011105,7.33333333333333,1.02083333333333,NA,NA,NA,0
"374","434",NA,0,0,2,NA,NA,8,0,499.5317704,NA,-2.25,NA,0.958335,NA,2.46875,NA,NA,NA,0
"375","435",NA,0,0,83,NA,NA,8,0,0,NA,7.5,NA,1.05167,NA,-0.375,NA,NA,NA,0
"376","436",NA,0,0,27,NA,NA,8,0,0,NA,9.28571428571429,NA,0.921190571428571,-28529.1428571429,5.16071428571429,NA,NA,NA,0
"377","437",0.47806,0,0.0681556923076923,70.4615384615385,NA,NA,9.23076923076923,0,77.489192,NA,14.0769230769231,NA,0.972436923076923,NA,0.610576923076923,NA,NA,NA,0
"378","438",NA,0,0,18,NA,NA,8,0,999,NA,-0.6,NA,0.7876666,2.2,3.65,NA,NA,NA,0
"379","439",NA,0,0,55,NA,NA,8,0,0.0296493666666667,NA,13.0833333333333,NA,0.6883335,-8.08333333333333,2.15625,NA,NA,NA,0
"381","440",2.7908,29,0.531472,20.6,NA,NA,9.1,0,499.9930631,NA,19.6,NA,-39960.6099996,-69928.9,-39961.10625,NA,NA,NA,29
"382","441",NA,0,0,86,NA,NA,8,0,999,NA,7.64285714285714,NA,0.805476,-9.35714285714286,3.44642857142857,NA,NA,NA,0
"383","442",NA,4.8,NA,12,32.2142857142857,26.3214285714286,7.5,0,0.0714285714285714,NA,15.5,-92765.3928571429,1.00095235714286,-9.96428571428571,1.24107142857143,NA,NA,NA,4.8
"384","443",NA,0,NA,15,NA,NA,8,0,0.100372588888889,NA,-2.83333333333333,NA,NA,NA,NA,NA,NA,NA,0
"385","444",NA,0,0,57,NA,NA,8,0,999,NA,1.83333333333333,NA,0.699444333333333,NA,-1.10416666666667,NA,NA,NA,0
"386","445",NA,0,0,52,NA,NA,8,0,999,NA,-6.41666666666667,NA,0.942222166666667,2.75,4.57291666666667,NA,NA,NA,0
"387","446",NA,0,0,30,NA,NA,8,0,666.007523266667,NA,-4.16666666666667,NA,NA,NA,NA,NA,NA,NA,0
"388","447",NA,0,0,24,NA,NA,8,0,0.234498483333333,NA,6,NA,0.728333166666667,-11.75,3.94791666666667,NA,NA,NA,0
"389","448",NA,0,0,45,NA,NA,8,0,0,NA,-2.25,NA,0.73583325,-0.875,3.234375,NA,NA,NA,0
"390","449",NA,0,0,7,NA,NA,8,0,999,NA,0.583333333333333,NA,0.810556,1,2.92708333333333,NA,NA,NA,0
"392","450",NA,0,0,32,NA,NA,8,0,999,NA,-6.75,NA,0.793335,-1.25,-4.625,NA,NA,NA,0
"393","451",NA,0,0,61,NA,NA,8,0,0.244905716666667,NA,7.83333333333333,NA,0.63,-1.66666666666667,-1.46875,NA,NA,NA,0
"394","452",NA,0,0,7,NA,NA,8,0,999,NA,2.8,NA,0.5770006,-3.1,-0.675,NA,NA,NA,0
"395","453",NA,0,0,52,NA,NA,8,0,0.0469760714285714,NA,14.7142857142857,NA,0.545476285714286,0.785714285714286,3.69642857142857,NA,NA,NA,0
"396","454",NA,0,0,20,NA,NA,8,0,0,NA,0.3,NA,NA,-19986.2,NA,NA,NA,NA,0
"397","455",NA,0,0,43,NA,NA,8,0,0.122318176923077,NA,6.76923076923077,NA,0.665513153846154,5.30769230769231,3.81730769230769,NA,NA,NA,0
"398","456",NA,0,0,77.25,NA,NA,8,0,749.3576805,NA,-5.875,NA,0.99583425,-9.5,2.609375,NA,NA,NA,0
"399","457",0.448975571428571,0,0.213280857142857,90,19.2857142857143,19,9,0,0.852906571428571,NA,18.6428571428571,18.6428571428571,1.02023907142857,-42816.7142857143,-0.348214285714286,NA,NA,NA,0
"400","458",NA,0,0,94,NA,NA,2.75,0,0.65230875,NA,9.5,NA,0.9491665,NA,0.96875,NA,NA,NA,0
"401","459",NA,0,0,47,NA,NA,8,0,999,NA,5.21428571428571,NA,0.752142285714286,NA,3.75,NA,NA,NA,0
"403","460",NA,0,0,43,NA,NA,8,0,0.0567618,NA,-4.5,NA,0.828333,NA,1.5,NA,NA,NA,0
"404","461",NA,0,0,51,NA,NA,8,0,166.5,NA,9.91666666666667,NA,0.602778,-3,0.177083333333333,NA,NA,NA,0
"405","462",2.4271,0,0,70,NA,NA,8.5,0,499.6934445,NA,15.25,NA,1.023335,NA,0.59375,NA,NA,NA,0
"406","463",NA,0,0,94,NA,NA,8,0,0.173717283333333,NA,4.16666666666667,NA,0.65,3,-1,NA,NA,NA,0
"407","464",0.306191,0.3,0.0621095283018868,45.9056603773585,NA,NA,8.45283018867925,0,19.4652914528302,NA,12.5094339622642,NA,0.984937962264151,NA,0.0908018867924528,NA,NA,NA,0.3
"408","465",NA,0,0,40,NA,NA,8,0,499.9645015,NA,11.75,NA,1.04667,-99901,-0.125,NA,NA,NA,0
"409","466",NA,0,0,15,NA,NA,8,0,999,NA,8.5,NA,0.975,-6.5,2.625,NA,NA,NA,0
"410","467",NA,4.1,0,55.3333333333333,NA,NA,9.22222222222222,0,444.250508388889,NA,29.6111111111111,NA,-44400.7887036667,-44398.7222222222,-44400.3888888889,NA,NA,NA,4.1
"411","468",0.136696,0.3,NA,30.047619047619,NA,NA,3.57142857142857,0,48.377343,NA,10.9047619047619,NA,NA,NA,NA,NA,NA,NA,0.3
"412","469",NA,0,0,61.6111111111111,NA,NA,7.44444444444444,0,0.426076039444444,NA,19.7777777777778,NA,0.716296388888889,-55505.0277777778,0.875,NA,NA,NA,0
"414","470",NA,0,0,17,NA,NA,8,0,499.5,NA,-12.5,NA,1.05,NA,7.125,NA,NA,NA,0
"415","471",NA,0,0,82,NA,NA,8,0,0,NA,-0.833333333333333,NA,0.706111166666667,4.5,3.38541666666667,NA,NA,NA,0
"416","472",NA,0,0,92.3571428571429,NA,NA,8,0,0.120581242857143,NA,0.0357142857142857,NA,0.893810785714286,NA,4.45089285714286,NA,NA,NA,0
"417","473",NA,0,0,41.4285714285714,NA,NA,7,0,143.123904842857,NA,4.71428571428571,NA,0.727381,-14275.9285714286,0.633928571428571,NA,NA,NA,0
"418","474",NA,0,0,16,NA,NA,8,0,0.05929615,NA,2,NA,0.9983315,-2,3.375,NA,NA,NA,0
"419","475",7.61245686206897,10.9,3.31112948333333,36.5833333333333,NA,NA,5.86666666666667,0,383.544401083333,NA,26.925,NA,-38295.5395275667,NA,-38295.7833333333,NA,NA,NA,10.9
"420","476",NA,0,0,82,NA,NA,8,0,0,NA,-7,NA,1.05167,NA,0.25,NA,NA,NA,0
"421","477",NA,0,0,73,NA,NA,8,0,999,NA,-6.5,NA,1.05167,NA,6.9375,NA,NA,NA,0
"422","478",NA,0,0,45,NA,NA,8.33333333333333,0,0.876705333333333,NA,13,NA,1.02722433333333,NA,-1.54166666666667,NA,NA,NA,0
"423","479",NA,0,0,57,NA,NA,8,0,0,NA,3.91666666666667,NA,0.673889,-8.75,0.895833333333333,NA,NA,NA,0
"425","480",NA,0,0,35,NA,NA,8,0,0.15,NA,24,NA,-99903,-99903,-99903,NA,NA,NA,0
"426","481",NA,0,0,86,NA,NA,8,0,0,NA,-4.5,NA,0.8323348,NA,4.55,NA,NA,NA,0
"427","482",NA,0,0,77,NA,NA,8,0,0,NA,0.333333333333333,NA,0.800554833333333,-1.66666666666667,2.42708333333333,NA,NA,NA,0
"428","483",NA,0,0,95,NA,NA,8,0,999,NA,6.5,NA,1.01833,-99901,0.0625,NA,NA,NA,0
"429","484",NA,0,0,59.7222222222222,NA,NA,8,0,0.172609847222222,NA,4.66666666666667,NA,0.865741333333333,NA,1.78125,NA,NA,NA,0
"430","485",NA,0,0,39,NA,NA,8,0,999,NA,-3.33333333333333,NA,NA,NA,NA,NA,NA,NA,0
"431","486",NA,0,0,97,NA,NA,8,0,499.57052825,NA,5.25,NA,1.0200025,NA,5.515625,NA,NA,NA,0
"432","487",NA,0,0,13,NA,NA,7.81818181818182,0,91.1214851727273,NA,1.45454545454545,NA,NA,NA,NA,NA,NA,NA,0
"433","488",NA,0,0,9,NA,NA,8,0,0.0448773666666667,NA,-1.75,NA,NA,0.916666666666667,NA,NA,NA,NA,0
"434","489",NA,0,0,82,NA,NA,7.33333333333333,0,0.268276766666667,NA,4.25,NA,0.6055555,NA,3.52083333333333,NA,NA,NA,0
"436","490",NA,0,0,32,NA,NA,8.33333333333333,0,0.72289,NA,9.5,NA,1.00833333333333,3.83333333333333,0.5,NA,NA,NA,0
"437","491",NA,0,0,78,NA,NA,8,0,999,NA,6.21428571428571,NA,0.662142714285714,6.71428571428571,2.82142857142857,NA,NA,NA,0
"438","492",NA,0,0,56,NA,NA,8,0,0,NA,19.6666666666667,-99903,0.695833416666667,-13,0.526041666666667,NA,NA,NA,0
"439","493",NA,0,0,11,NA,NA,8,0,999,NA,-0.5,NA,0.635,NA,-0.71875,NA,NA,NA,0
"440","494",NA,0,0,59,NA,NA,8,0,999,NA,7.66666666666667,NA,0.693333333333333,10.0833333333333,3.94791666666667,NA,NA,NA,0
"441","495",NA,0,0,44,NA,NA,8,0,0,NA,-9.625,-99903,NA,NA,NA,NA,NA,NA,0
"442","496",NA,0,0,9,NA,NA,8,0,0.0808516128571429,NA,17.8571428571429,NA,0.771190357142857,-6.96428571428571,2.87946428571429,NA,NA,NA,0
"443","497",1.24188375,1,0.5961042,50.88,NA,NA,2.2,0,40.65037108,NA,17.84,NA,0.9999338,NA,0.5925,NA,NA,NA,1
"444","498",NA,1.3,0,73.5,NA,NA,8.5,0,999,NA,19.8125,NA,-99903,-99903,-99903,NA,NA,NA,1.3
"445","499",NA,0,0,78,NA,NA,7.66666666666667,0,0.172574783333333,NA,10.5833333333333,NA,0.778889666666667,NA,4.40625,NA,NA,NA,0
"448","500",NA,0,0,28,NA,NA,8,0,0.180305727272727,NA,-1.72727272727273,NA,0.845000727272727,NA,5.85795454545455,NA,NA,NA,0
"449","501",NA,0,0,59,NA,NA,8,0,0.03910562,NA,-5.2,NA,NA,NA,NA,NA,NA,NA,0
"450","502",NA,0.5,0,13,11.5,NA,9,0,0.48601,NA,11.5,11.5,1.025,15,-0.3125,-13.2027666686,1.44420057881,0.586406667106,0.5
"451","503",NA,0,0,60,NA,NA,6.28571428571429,0,0.724031571428571,NA,-1.28571428571429,NA,1.02166857142857,4.78571428571429,-0.0982142857142857,NA,NA,NA,0
"452","504",NA,0,0,37,NA,NA,8,0,0.15,NA,13.5,NA,0.208333,-99901,-0.125,NA,NA,NA,0
"453","505",NA,0,0,58,NA,NA,8,0,999,NA,4,NA,0.95833425,NA,4.734375,NA,NA,NA,0
"454","506",NA,0.3,0,56,NA,NA,7.44444444444444,0,0.326985533333333,NA,3.94444444444444,NA,0.791666666666667,-18.1111111111111,0.0763888888888889,NA,NA,NA,0.3
"455","507",NA,0,0,80,NA,NA,8,0,0.05343,NA,2.16666666666667,NA,0.917222333333333,NA,1.45833333333333,NA,NA,NA,0
"456","508",NA,0,0,73.5652173913043,NA,NA,6.69565217391304,0,44.249059826087,NA,10.1304347826087,NA,0.863551391304348,-30415.5869565217,-1.3070652173913,NA,NA,NA,0
"457","509",NA,3,0,50,NA,NA,8.66666666666667,0,333.489200333333,NA,16.75,NA,1.03889166666667,-99901,0.84375,NA,NA,NA,3
"459","510",0.0915571333333333,0,0.0211285692307692,38.5384615384615,NA,NA,4.84615384615385,0,0.620149776923077,NA,13.3846153846154,NA,0.999359230769231,NA,0.927884615384615,NA,NA,NA,0
"460","511",NA,0,0,34,11.25,NA,8,0,0.1231641,NA,11.25,11.25,1.05167,-8.5,2.71875,NA,NA,NA,0
"461","512",NA,0,0,97,NA,NA,8,0,0.058419325,NA,6.125,NA,NA,NA,NA,NA,NA,NA,0
"462","513",NA,0,0,57,NA,NA,8,0,0.100173288888889,NA,2.44444444444444,NA,0.644259333333333,NA,1.4375,NA,NA,NA,0
"463","514",NA,0,0,75,NA,NA,8,0,0.0804408666666667,NA,-2.41666666666667,NA,0.8444445,3.83333333333333,4.58333333333333,NA,NA,NA,0
"464","515",NA,0,0,3,NA,NA,8,0,999,NA,-1,NA,0.741666333333333,NA,2.85416666666667,NA,NA,NA,0
"465","516",NA,0,0,3,NA,NA,8,0,199.88147895,NA,-6.85,NA,0.7383339,NA,-0.1,NA,NA,NA,0
"466","517",NA,0,0,74,NA,NA,8,0,333.366247666667,NA,-7.66666666666667,NA,1.05167,NA,0.666666666666667,NA,NA,NA,0
"467","518",NA,0,0,16,NA,NA,8,0,0.0665202,NA,0.5,NA,0.925,6,4.125,NA,NA,NA,0
"468","519",NA,0,0,79,NA,NA,8,0,799.293047,NA,11.8,NA,1.0056686,NA,1.825,NA,NA,NA,0
"470","520",NA,0,0,51,-2.5,NA,8,0,0.412254,NA,-2.5,-2.5,1.05167,-99901,3.5625,NA,NA,NA,0
"471","521",NA,0,0,15,12.3888888888889,NA,7.44444444444444,0,111.841678555556,NA,2.16666666666667,NA,1.04463255555556,NA,1.29166666666667,NA,NA,NA,0
"472","522",NA,0.3,0,67,NA,NA,8,0,0,NA,11.6666666666667,-99903,0.809999833333333,-1.41666666666667,2.17708333333333,NA,NA,NA,0.3
"473","523",NA,0,0,56,NA,NA,8,0,999,NA,-5.5,NA,0.90333325,NA,2.046875,NA,NA,NA,0
"474","524",NA,0,0,16,NA,NA,8,0,999,NA,1.5,NA,0.821667,0.333333333333333,3.58333333333333,NA,NA,NA,0
"475","525",NA,0,0,77,NA,NA,8,0,0.174498969230769,NA,10.3461538461538,NA,0.702179153846154,NA,1.55288461538462,NA,NA,NA,0
"476","526",NA,0.3,0,90,8.08333333333333,NA,2.66666666666667,0,0.670377833333333,NA,6,6,0.939999833333333,NA,0.302083333333333,NA,NA,NA,0.3
"477","527",NA,0,0,90.0555555555556,NA,NA,7.66666666666667,0,0.29979549,NA,19.1666666666667,NA,0.751296222222222,-55505.6111111111,1.99305555555556,NA,NA,NA,0
"478","528",NA,0,0,18,NA,NA,8,0,999,NA,0.833333333333333,NA,0.383333166666667,0.25,-2.59375,NA,NA,NA,0
"479","529",NA,0,0,63,NA,NA,8,0,0.3978605,NA,4,NA,1.038335,NA,2.125,NA,NA,NA,0
"481","530",NA,0,0,86,NA,NA,8,0,0.155427883333333,NA,10,NA,0.7427775,-10,1.875,NA,NA,NA,0
"482","531",NA,0,0,83,NA,NA,8,0,999,NA,15.9285714285714,NA,0.586428571428571,-2.35714285714286,2.64285714285714,NA,NA,NA,0
"483","532",NA,0,0,14.75,NA,NA,8,0,124.9322701875,NA,9.0625,NA,0.52625,-12484,3.5625,NA,NA,NA,0
"484","533",NA,0,0,0,NA,NA,8,0,999,NA,0,NA,0.9516665,-9.5,1.125,NA,NA,NA,0
"485","534",NA,0.3,0,45,NA,NA,8,0,999,NA,7.5,NA,0.955,NA,-1.5,NA,NA,NA,0.3
"486","535",NA,0,0,82,NA,NA,8,0,0,NA,1.5,NA,0.228333,NA,4.375,NA,NA,NA,0
"487","536",NA,0,0,65,NA,NA,8,0,0,NA,-3,NA,1.00833,NA,1.4375,NA,NA,NA,0
"488","537",NA,0,0,2,NA,NA,8,0,0.597507,NA,11.5,NA,1.003335,-10.5,-0.3125,NA,NA,NA,0
"489","538",NA,0,0,13,NA,NA,8,0,0,NA,-0.7,-99903,0.8116666,NA,1.4625,NA,NA,NA,0
"490","539",NA,0.5,0,26,14.5,NA,3.9,0,0.5660672,NA,16.65,NA,0.8603333,4.95,1.325,NA,NA,NA,0.5
"492","540",NA,0,0,49,NA,NA,8,0,999,NA,-1.66666666666667,NA,0.897222333333333,NA,0.8125,NA,NA,NA,0
"493","541",0.572005333333333,0.3,0.149218782608696,69.4347826086957,16.6521739130435,NA,2.21739130434783,0,0.877476869565217,NA,15,NA,0.985000826086956,NA,0.472826086956522,NA,NA,NA,0.3
"494","542",NA,0,0,11.125,NA,NA,8,0,124.918264916875,NA,10.40625,NA,0.778750125,NA,3.3203125,NA,NA,NA,0
"495","543",NA,0,0,97,NA,NA,8,0,0.116670046153846,NA,5.34615384615385,NA,0.581666692307692,NA,2.34615384615385,NA,NA,NA,0
"496","544",NA,0,0,89,NA,NA,8,0,499.51228005,NA,1.75,NA,0.3133335,NA,4.9375,NA,NA,NA,0
"497","545",NA,0,0,99,NA,NA,8,0,749.261318775,NA,-2.125,NA,1.0291675,NA,2.5,NA,NA,NA,0
"498","546",NA,0,0,10.7777777777778,NA,NA,8.22222222222222,0,0.551829711111111,NA,12.2222222222222,NA,1.02166811111111,NA,2.875,NA,NA,NA,0
"499","547",NA,0,0,13,NA,NA,8,0,0.0364310666666667,NA,-11.8333333333333,NA,0.941669,0.5,-0.604166666666667,NA,NA,NA,0
"500","548",1.23161546666667,1.5,0.730141258064516,77.4193548387097,NA,NA,6.32258064516129,0,97.341615516129,NA,20.3548387096774,NA,1.00908725806452,NA,0.110887096774194,NA,NA,NA,1.5
"501","549",NA,0,0,69,NA,NA,8,0,666.207226333333,NA,8.16666666666667,NA,0.916113333333333,NA,6.47916666666667,NA,NA,NA,0
"503","550",NA,0,0,51,NA,NA,8,0,83.3343627166667,NA,3.29166666666667,NA,NA,NA,NA,NA,NA,NA,0
"504","551",NA,0,NA,47,NA,NA,8,0,0.09037208,NA,-2.5,NA,0.5960001,NA,1.58125,NA,NA,NA,0
"505","552",NA,0,0,33,NA,NA,8.6,0,0.48010202,NA,15.3,NA,0.9663346,NA,2.45,NA,NA,NA,0
"506","553",NA,0,0,72,NA,NA,8,0,0.056535474,NA,-3.7,NA,0.8693341,NA,3.03125,NA,NA,NA,0
"507","554",NA,0,0,25,NA,NA,8,0,999,NA,14.5,NA,0.8055555,-18.9166666666667,1.77083333333333,NA,NA,NA,0
"508","555",NA,0,0,44,NA,NA,8,0,999,NA,0.0714285714285714,NA,NA,NA,NA,NA,NA,NA,0
"509","556",NA,0,0,28,NA,NA,8,0,0.196132,NA,-3.5,NA,1.05167,NA,2.625,NA,NA,NA,0
"510","557",0.3425706,0,0.1670714,91,16.1,16.9,9,0,0.96874,NA,16.1,16.1,1.0173343,-99901,-0.19375,-12.2180501415,1.557470701026,0.613890154877,0
"511","558",NA,0,0,98,NA,NA,8,0,199.84338826,NA,5.1,NA,NA,-0.8,NA,NA,NA,NA,0
"512","559",NA,0,0,18,NA,NA,8,0,999,NA,6.5,NA,0.845,NA,2.625,NA,NA,NA,0
"514","560",0.442006,0,0.0680009230769231,42.0769230769231,NA,NA,5.76923076923077,0,154.228197915385,NA,3.38461538461538,NA,0.852692307692308,NA,0.403846153846154,NA,NA,NA,0
"515","561",NA,0,0,95,NA,NA,8,0,0,NA,-7.9,NA,0.8476666,NA,1.8875,NA,NA,NA,0
"516","562",NA,0,0,81.4,NA,NA,8.6,0,599.7749278,NA,13.75,NA,0.9523354,NA,1.0125,NA,NA,NA,0
"517","563",NA,0,0,44,NA,NA,8,0,0,NA,8.33333333333333,NA,0.972777666666667,3.33333333333333,3.9375,NA,NA,NA,0
"518","564",NA,0,0,37.25,NA,NA,8.25,0,582.839878625,NA,20,NA,-49950.98736,NA,-49951.3098958333,NA,NA,NA,0
"519","565",NA,0,0,15,NA,NA,8,0,0.03149375,NA,1.75,NA,0.67250025,NA,1.078125,NA,NA,NA,0
